ZIP code,County,Year,Age Group,Number of Visits,County Fips code,Age-adjusted rate
"90302
(33.97375380400047, -118.35768598199968)",LOS ANGELES,2012,Children (0-17),93,6037,122.5
"90302
(33.97375380400047, -118.35768598199968)",LOS ANGELES,2012,Adults (18+),153,6037,71.4
"90303
(33.93778150400044, -118.33125965799968)",LOS ANGELES,2012,AllAges,225,6037,87.7
"90303
(33.93778150400044, -118.33125965799968)",LOS ANGELES,2012,Children (0-17),98,6037,131.7
"90303
(33.93778150400044, -118.33125965799968)",LOS ANGELES,2012,Adults (18+),127,6037,72.4
"90304
(33.939380465000454, -118.35812917199968)",LOS ANGELES,2012,AllAges,170,6037,56.1
"90304
(33.939380465000454, -118.35812917199968)",LOS ANGELES,2012,Children (0-17),110,6037,120.7
"90304
(33.939380465000454, -118.35812917199968)",LOS ANGELES,2012,Adults (18+),60,6037,33.6
"90305
(33.95809005900048, -118.32920881499967)",LOS ANGELES,2012,AllAges,144,6037,102.6
"90305
(33.95809005900048, -118.32920881499967)",LOS ANGELES,2012,Children (0-17),51,6037,177.6
"90305
(33.95809005900048, -118.32920881499967)",LOS ANGELES,2012,Adults (18+),93,6037,76.6
"90401
(34.01760359900044, -118.49296772799971)",LOS ANGELES,2012,AllAges,45,6037,107
"90401
(34.01760359900044, -118.49296772799971)",LOS ANGELES,2012,Children (0-17),,6037,
"90401
(34.01760359900044, -118.49296772799971)",LOS ANGELES,2012,Adults (18+),37,6037,67.8
"90403
(34.02842266300047, -118.49353692399967)",LOS ANGELES,2012,AllAges,49,6037,23.8
"90403
(34.02842266300047, -118.49353692399967)",LOS ANGELES,2012,Children (0-17),12,6037,40.2
"90403
(34.02842266300047, -118.49353692399967)",LOS ANGELES,2012,Adults (18+),37,6037,18.1
"90404
(34.02784043300045, -118.4747187049997)",LOS ANGELES,2012,AllAges,92,6037,45.8
"90404
(34.02784043300045, -118.4747187049997)",LOS ANGELES,2012,Children (0-17),19,6037,65.3
"90404
(34.02784043300045, -118.4747187049997)",LOS ANGELES,2012,Adults (18+),73,6037,39
"90405
(34.01013019000044, -118.4726765529997)",LOS ANGELES,2012,AllAges,78,6037,32.5
"90405
(34.01013019000044, -118.4726765529997)",LOS ANGELES,2012,Children (0-17),18,6037,47.8
"90405
(34.01013019000044, -118.4726765529997)",LOS ANGELES,2012,Adults (18+),60,6037,27.2
"90501
(33.82909119100049, -118.3142098569997)",LOS ANGELES,2012,AllAges,228,6037,53.3
"90501
(33.82909119100049, -118.3142098569997)",LOS ANGELES,2012,Children (0-17),107,6037,100.7
"90501
(33.82909119100049, -118.3142098569997)",LOS ANGELES,2012,Adults (18+),121,6037,36.8
"90502
(33.83163301900049, -118.2928193949997)",LOS ANGELES,2012,AllAges,69,6037,39.9
"90502
(33.83163301900049, -118.2928193949997)",LOS ANGELES,2012,Children (0-17),31,6037,86.8
"90502
(33.83163301900049, -118.2928193949997)",LOS ANGELES,2012,Adults (18+),38,6037,23.7
"90503
(33.83995370500048, -118.35390582699972)",LOS ANGELES,2012,AllAges,107,6037,26
"90503
(33.83995370500048, -118.35390582699972)",LOS ANGELES,2012,Children (0-17),47,6037,48.6
"90503
(33.83995370500048, -118.35390582699972)",LOS ANGELES,2012,Adults (18+),60,6037,18.1
"90504
(33.87165052000046, -118.33125965799968)",LOS ANGELES,2012,AllAges,113,6037,37.5
"90504
(33.87165052000046, -118.33125965799968)",LOS ANGELES,2012,Children (0-17),48,6037,73.9
"90504
(33.87165052000046, -118.33125965799968)",LOS ANGELES,2012,Adults (18+),65,6037,24.9
"90505
(33.81145046900048, -118.34787930399972)",LOS ANGELES,2012,AllAges,94,6037,27.1
"90505
(33.81145046900048, -118.34787930399972)",LOS ANGELES,2012,Children (0-17),42,6037,55.2
"90505
(33.81145046900048, -118.34787930399972)",LOS ANGELES,2012,Adults (18+),52,6037,17.4
"90601
(33.99547014100045, -118.04046582099971)",LOS ANGELES,2012,AllAges,187,6037,58.7
"90601
(33.99547014100045, -118.04046582099971)",LOS ANGELES,2012,Children (0-17),77,6037,99
"90601
(33.99547014100045, -118.04046582099971)",LOS ANGELES,2012,Adults (18+),110,6037,44.8
"90602
(33.971251081000446, -118.03505628899967)",LOS ANGELES,2012,AllAges,167,6037,70.1
"90602
(33.971251081000446, -118.03505628899967)",LOS ANGELES,2012,Children (0-17),69,6037,105.7
"90602
(33.971251081000446, -118.03505628899967)",LOS ANGELES,2012,Adults (18+),98,6037,57.8
"90603
(33.94370374600044, -117.99197990399972)",LOS ANGELES,2012,AllAges,85,6037,47.2
"90603
(33.94370374600044, -117.99197990399972)",LOS ANGELES,2012,Children (0-17),40,6037,90.6
"90603
(33.94370374600044, -117.99197990399972)",LOS ANGELES,2012,Adults (18+),45,6037,32.1
"90604
(33.92973020800048, -118.01361803099968)",LOS ANGELES,2012,AllAges,224,6037,57.2
"90604
(33.92973020800048, -118.01361803099968)",LOS ANGELES,2012,Children (0-17),114,6037,114.1
"90604
(33.92973020800048, -118.01361803099968)",LOS ANGELES,2012,Adults (18+),110,6037,37.4
"90605
(33.94588059400047, -118.03256659999971)",LOS ANGELES,2012,AllAges,221,6037,51.7
"90605
(33.94588059400047, -118.03256659999971)",LOS ANGELES,2012,Children (0-17),107,6037,93.5
"90605
(33.94588059400047, -118.03256659999971)",LOS ANGELES,2012,Adults (18+),114,6037,37.2
"90606
(33.97639122200047, -118.06602748799969)",LOS ANGELES,2012,AllAges,177,6037,54.3
"90606
(33.97639122200047, -118.06602748799969)",LOS ANGELES,2012,Children (0-17),86,6037,99.9
"90606
(33.97639122200047, -118.06602748799969)",LOS ANGELES,2012,Adults (18+),91,6037,38.5
"90620
(33.84278230300049, -118.0123492889997)",ORANGE,2012,AllAges,215,6059,48.6
"90620
(33.84278230300049, -118.0123492889997)",ORANGE,2012,Children (0-17),77,6059,74.7
"90620
(33.84278230300049, -118.0123492889997)",ORANGE,2012,Adults (18+),138,6059,39.5
"90621
(33.87037308800046, -117.99698969499968)",ORANGE,2012,AllAges,193,6059,53.1
"90621
(33.87037308800046, -117.99698969499968)",ORANGE,2012,Children (0-17),92,6059,96.1
"90621
(33.87037308800046, -117.99698969499968)",ORANGE,2012,Adults (18+),101,6059,38.2
"90623
(33.84964306700044, -118.03998786999972)",ORANGE,2012,AllAges,38,6059,26.6
"90623
(33.84964306700044, -118.03998786999972)",ORANGE,2012,Children (0-17),19,6059,59.5
"90623
(33.84964306700044, -118.03998786999972)",ORANGE,2012,Adults (18+),19,6059,15.1
"90630
(33.820140479000486, -118.03980972499971)",ORANGE,2012,AllAges,141,6059,30.3
"90630
(33.820140479000486, -118.03980972499971)",ORANGE,2012,Children (0-17),56,6059,51.7
"90630
(33.820140479000486, -118.03980972499971)",ORANGE,2012,Adults (18+),85,6059,22.9
"90631
(33.93180277600044, -117.95265760399968)",ORANGE,2012,AllAges,314,6059,46.3
"90631
(33.93180277600044, -117.95265760399968)",ORANGE,2012,Children (0-17),144,6059,83.9
"90631
(33.93180277600044, -117.95265760399968)",ORANGE,2012,Adults (18+),170,6059,33.3
"90638
(33.90267385900046, -118.00708748799968)",LOS ANGELES,2012,AllAges,140,6037,29.5
"90638
(33.90267385900046, -118.00708748799968)",LOS ANGELES,2012,Children (0-17),47,6037,48
"90638
(33.90267385900046, -118.00708748799968)",LOS ANGELES,2012,Adults (18+),93,6037,23.1
"90640
(34.014032005000445, -118.11318817799969)",LOS ANGELES,2012,AllAges,311,6037,49.5
"90640
(34.014032005000445, -118.11318817799969)",LOS ANGELES,2012,Children (0-17),141,6037,88.5
"90640
(34.014032005000445, -118.11318817799969)",LOS ANGELES,2012,Adults (18+),170,6037,35.9
"90650
(33.90621069400049, -118.08204752299969)",LOS ANGELES,2012,AllAges,517,6037,48.1
"90650
(33.90621069400049, -118.08204752299969)",LOS ANGELES,2012,Children (0-17),214,6037,75.5
"90650
(33.90621069400049, -118.08204752299969)",LOS ANGELES,2012,Adults (18+),303,6037,38.6
"90660
(33.99133369600048, -118.09123720999969)",LOS ANGELES,2012,AllAges,348,6037,55.3
"90660
(33.99133369600048, -118.09123720999969)",LOS ANGELES,2012,Children (0-17),177,6037,108.8
"90660
(33.99133369600048, -118.09123720999969)",LOS ANGELES,2012,Adults (18+),171,6037,36.7
"90670
(33.93592184200048, -118.06608831799969)",LOS ANGELES,2012,AllAges,78,6037,55.7
"90670
(33.93592184200048, -118.06608831799969)",LOS ANGELES,2012,Children (0-17),36,6037,102.8
"90670
(33.93592184200048, -118.06608831799969)",LOS ANGELES,2012,Adults (18+),42,6037,39.3
"90680
(33.80096162500047, -117.9932877499997)",ORANGE,2012,AllAges,140,6059,42.1
"90680
(33.80096162500047, -117.9932877499997)",ORANGE,2012,Children (0-17),57,6059,65.7
"90680
(33.80096162500047, -117.9932877499997)",ORANGE,2012,Adults (18+),83,6059,33.9
"90701
(33.86631050800048, -118.08104817099968)",LOS ANGELES,2012,AllAges,63,6037,42.1
"90701
(33.86631050800048, -118.08104817099968)",LOS ANGELES,2012,Children (0-17),35,6037,102.3
"90701
(33.86631050800048, -118.08104817099968)",LOS ANGELES,2012,Adults (18+),28,6037,21.2
"90703
(33.867031779000456, -118.06922975699968)",LOS ANGELES,2012,AllAges,160,6037,37.9
"90703
(33.867031779000456, -118.06922975699968)",LOS ANGELES,2012,Children (0-17),61,6037,65.5
"90703
(33.867031779000456, -118.06922975699968)",LOS ANGELES,2012,Adults (18+),99,6037,28.3
"90704
(33.344162507000476, -118.32659746699971)",LOS ANGELES,2012,AllAges,20,6037,55.9
"90704
(33.344162507000476, -118.32659746699971)",LOS ANGELES,2012,Children (0-17),,6037,
"90704
(33.344162507000476, -118.32659746699971)",LOS ANGELES,2012,Adults (18+),16,6037,61.9
"90706
(33.88544156700044, -118.1283087969997)",LOS ANGELES,2012,AllAges,470,6037,61
"90706
(33.88544156700044, -118.1283087969997)",LOS ANGELES,2012,Children (0-17),181,6037,84.8
"90706
(33.88544156700044, -118.1283087969997)",LOS ANGELES,2012,Adults (18+),289,6037,52.7
"90710
(33.79480040800047, -118.2987286019997)",LOS ANGELES,2012,AllAges,99,6037,37.8
"90710
(33.79480040800047, -118.2987286019997)",LOS ANGELES,2012,Children (0-17),42,6037,67.1
"90710
(33.79480040800047, -118.2987286019997)",LOS ANGELES,2012,Adults (18+),57,6037,27.6
"90712
(33.849073871000485, -118.1461798039997)",LOS ANGELES,2012,AllAges,115,6037,37.6
"90712
(33.849073871000485, -118.1461798039997)",LOS ANGELES,2012,Children (0-17),55,6037,74.9
"90712
(33.849073871000485, -118.1461798039997)",LOS ANGELES,2012,Adults (18+),60,6037,24.7
"90713
(33.848591575000455, -118.11262767199969)",LOS ANGELES,2012,AllAges,97,6037,35.9
"90713
(33.848591575000455, -118.11262767199969)",LOS ANGELES,2012,Children (0-17),46,6037,69.2
"90713
(33.848591575000455, -118.11262767199969)",LOS ANGELES,2012,Adults (18+),51,6037,24.3
"90715
(33.839662589000454, -118.0795491449997)",LOS ANGELES,2012,AllAges,135,6037,67.9
"90715
(33.839662589000454, -118.0795491449997)",LOS ANGELES,2012,Children (0-17),61,6037,123.1
"90715
(33.839662589000454, -118.0795491449997)",LOS ANGELES,2012,Adults (18+),74,6037,48.8
"90716
(33.83137231900048, -118.0714457099997)",LOS ANGELES,2012,AllAges,89,6037,59
"90716
(33.83137231900048, -118.0714457099997)",LOS ANGELES,2012,Children (0-17),50,6037,109.5
"90716
(33.83137231900048, -118.0714457099997)",LOS ANGELES,2012,Adults (18+),39,6037,41.5
"90717
(33.79380105600046, -118.3173599859997)",LOS ANGELES,2012,AllAges,88,6037,42.8
"90717
(33.79380105600046, -118.3173599859997)",LOS ANGELES,2012,Children (0-17),31,6037,68.6
"90717
(33.79380105600046, -118.3173599859997)",LOS ANGELES,2012,Adults (18+),57,6037,33.8
"90720
(33.79895423200048, -118.06819999099969)",ORANGE,2012,AllAges,56,6059,28
"90720
(33.79895423200048, -118.06819999099969)",ORANGE,2012,Children (0-17),19,6059,39.6
"90720
(33.79895423200048, -118.06819999099969)",ORANGE,2012,Adults (18+),37,6059,24
"90723
(33.895374250000486, -118.16535865799972)",LOS ANGELES,2012,AllAges,267,6037,48.7
"90723
(33.895374250000486, -118.16535865799972)",LOS ANGELES,2012,Children (0-17),146,6037,85.6
"90723
(33.895374250000486, -118.16535865799972)",LOS ANGELES,2012,Adults (18+),121,6037,35.9
"90731
(33.73272331400045, -118.29229799399968)",LOS ANGELES,2012,AllAges,414,6037,63.3
"90731
(33.73272331400045, -118.29229799399968)",LOS ANGELES,2012,Children (0-17),160,6037,101.3
"90731
(33.73272331400045, -118.29229799399968)",LOS ANGELES,2012,Adults (18+),254,6037,50.1
"90732
(33.73946241700048, -118.31340603099972)",LOS ANGELES,2012,AllAges,74,6037,54.1
"90732
(33.73946241700048, -118.31340603099972)",LOS ANGELES,2012,Children (0-17),23,6037,80.4
"90732
(33.73946241700048, -118.31340603099972)",LOS ANGELES,2012,Adults (18+),51,6037,45
"90740
(33.76119179000045, -118.08841730099971)",ORANGE,2012,AllAges,39,6059,16.3
"90740
(33.76119179000045, -118.08841730099971)",ORANGE,2012,Children (0-17),,6059,
"90740
(33.76119179000045, -118.08841730099971)",ORANGE,2012,Adults (18+),28,6059,9.6
"90744
(33.78372064300049, -118.26266940199969)",LOS ANGELES,2012,AllAges,317,6037,56.9
"90744
(33.78372064300049, -118.26266940199969)",LOS ANGELES,2012,Children (0-17),163,6037,94.5
"90744
(33.78372064300049, -118.26266940199969)",LOS ANGELES,2012,Adults (18+),154,6037,43.8
"90745
(33.82597147700045, -118.26966920599972)",LOS ANGELES,2012,AllAges,287,6037,52
"90745
(33.82597147700045, -118.26966920599972)",LOS ANGELES,2012,Children (0-17),132,6037,99
"90745
(33.82597147700045, -118.26966920599972)",LOS ANGELES,2012,Adults (18+),155,6037,35.7
"90746
(33.858880549000446, -118.2610096089997)",LOS ANGELES,2012,AllAges,190,6037,76.4
"90746
(33.858880549000446, -118.2610096089997)",LOS ANGELES,2012,Children (0-17),73,6037,139.4
"90746
(33.858880549000446, -118.2610096089997)",LOS ANGELES,2012,Adults (18+),117,6037,54.5
"90755
(33.79976240400049, -118.1668794099997)",LOS ANGELES,2012,AllAges,34,6037,35
"90755
(33.79976240400049, -118.1668794099997)",LOS ANGELES,2012,Children (0-17),14,6037,58
"90755
(33.79976240400049, -118.1668794099997)",LOS ANGELES,2012,Adults (18+),20,6037,27
"90802
(33.76935171000048, -118.18452882299971)",LOS ANGELES,2012,AllAges,248,6037,64.4
"90802
(33.76935171000048, -118.18452882299971)",LOS ANGELES,2012,Children (0-17),58,6037,85.7
"90802
(33.76935171000048, -118.18452882299971)",LOS ANGELES,2012,Adults (18+),190,6037,57
"90803
(33.76151332100045, -118.1374897929997)",LOS ANGELES,2012,AllAges,74,6037,31.7
"90803
(33.76151332100045, -118.1374897929997)",LOS ANGELES,2012,Children (0-17),26,6037,71.1
"90803
(33.76151332100045, -118.1374897929997)",LOS ANGELES,2012,Adults (18+),48,6037,18
"90804
(33.78173063100047, -118.15235840199972)",LOS ANGELES,2012,AllAges,292,6037,73.1
"90804
(33.78173063100047, -118.15235840199972)",LOS ANGELES,2012,Children (0-17),115,6037,114
"90804
(33.78173063100047, -118.15235840199972)",LOS ANGELES,2012,Adults (18+),177,6037,58.9
"90805
(33.86281277900048, -118.17910625599967)",LOS ANGELES,2012,AllAges,728,6037,74.9
"90805
(33.86281277900048, -118.17910625599967)",LOS ANGELES,2012,Children (0-17),339,6037,116.4
"90805
(33.86281277900048, -118.17910625599967)",LOS ANGELES,2012,Adults (18+),389,6037,60.6
"90806
(33.80148302600048, -118.18919970399969)",LOS ANGELES,2012,AllAges,347,6037,79.9
"90806
(33.80148302600048, -118.18919970399969)",LOS ANGELES,2012,Children (0-17),125,6037,100.4
"90806
(33.80148302600048, -118.18919970399969)",LOS ANGELES,2012,Adults (18+),222,6037,72.7
"90807
(33.83250202000045, -118.18131786399971)",LOS ANGELES,2012,AllAges,121,6037,39.1
"90807
(33.83250202000045, -118.18131786399971)",LOS ANGELES,2012,Children (0-17),51,6037,74.1
"90807
(33.83250202000045, -118.18131786399971)",LOS ANGELES,2012,Adults (18+),70,6037,27
"90808
(33.824963435000484, -118.11531722999968)",LOS ANGELES,2012,AllAges,93,6037,25.5
"90808
(33.824963435000484, -118.11531722999968)",LOS ANGELES,2012,Children (0-17),28,6037,34.6
"90808
(33.824963435000484, -118.11531722999968)",LOS ANGELES,2012,Adults (18+),65,6037,22.4
"90810
(33.81356214200048, -118.21653847799968)",LOS ANGELES,2012,AllAges,222,6037,59.2
"90810
(33.81356214200048, -118.21653847799968)",LOS ANGELES,2012,Children (0-17),79,6037,75
"90810
(33.81356214200048, -118.21653847799968)",LOS ANGELES,2012,Adults (18+),143,6037,53.7
"90813
(33.78137434100046, -118.18660573499972)",LOS ANGELES,2012,AllAges,667,6037,113.3
"90813
(33.78137434100046, -118.18660573499972)",LOS ANGELES,2012,Children (0-17),228,6037,120.3
"90813
(33.78137434100046, -118.18660573499972)",LOS ANGELES,2012,Adults (18+),439,6037,110.9
"90814
(33.771432968000454, -118.15235840199972)",LOS ANGELES,2012,AllAges,43,6037,24.8
"90814
(33.771432968000454, -118.15235840199972)",LOS ANGELES,2012,Children (0-17),12,6037,40.7
"90814
(33.771432968000454, -118.15235840199972)",LOS ANGELES,2012,Adults (18+),31,6037,19.3
"90815
(33.79356208100046, -118.12236917399969)",LOS ANGELES,2012,AllAges,106,6037,30.4
"90815
(33.79356208100046, -118.12236917399969)",LOS ANGELES,2012,Children (0-17),33,6037,44.4
"90815
(33.79356208100046, -118.12236917399969)",LOS ANGELES,2012,Adults (18+),73,6037,25.6
"91001
(34.19036101800049, -118.13896709499971)",LOS ANGELES,2012,AllAges,151,6037,43.6
"91001
(34.19036101800049, -118.13896709499971)",LOS ANGELES,2012,Children (0-17),50,6037,62.2
"91001
(34.19036101800049, -118.13896709499971)",LOS ANGELES,2012,Adults (18+),101,6037,37.1
"91006
(34.13222050000047, -118.0249889109997)",LOS ANGELES,2012,AllAges,47,6037,16.4
"91006
(34.13222050000047, -118.0249889109997)",LOS ANGELES,2012,Children (0-17),17,6037,25.6
"91006
(34.13222050000047, -118.0249889109997)",LOS ANGELES,2012,Adults (18+),30,6037,13.2
"91007
(34.127784249000456, -118.0531358559997)",LOS ANGELES,2012,AllAges,45,6037,13.7
"91007
(34.127784249000456, -118.0531358559997)",LOS ANGELES,2012,Children (0-17),18,6037,27.4
"91007
(34.127784249000456, -118.0531358559997)",LOS ANGELES,2012,Adults (18+),27,6037,9
"91010
(34.13772127700048, -117.96655727699971)",LOS ANGELES,2012,AllAges,158,6037,63.6
"91010
(34.13772127700048, -117.96655727699971)",LOS ANGELES,2012,Children (0-17),55,6037,93.4
"91010
(34.13772127700048, -117.96655727699971)",LOS ANGELES,2012,Adults (18+),103,6037,53.3
"91011
(34.207793181000454, -118.20292992099968)",LOS ANGELES,2012,AllAges,24,6037,14.4
"91011
(34.207793181000454, -118.20292992099968)",LOS ANGELES,2012,Children (0-17),,6037,
"91011
(34.207793181000454, -118.20292992099968)",LOS ANGELES,2012,Adults (18+),13,6037,11
"91016
(34.14363048400048, -118.0038982539997)",LOS ANGELES,2012,AllAges,135,6037,34.5
"91016
(34.14363048400048, -118.0038982539997)",LOS ANGELES,2012,Children (0-17),58,6037,63.2
"91016
(34.14363048400048, -118.0038982539997)",LOS ANGELES,2012,Adults (18+),77,6037,24.6
"91020
(34.20996133800048, -118.23087699599972)",LOS ANGELES,2012,AllAges,22,6037,27.2
"91020
(34.20996133800048, -118.23087699599972)",LOS ANGELES,2012,Children (0-17),,6037,
"91020
(34.20996133800048, -118.23087699599972)",LOS ANGELES,2012,Adults (18+),14,6037,19.4
"91024
(34.16488190600046, -118.05242762099971)",LOS ANGELES,2012,AllAges,23,6037,25.8
"91024
(34.16488190600046, -118.05242762099971)",LOS ANGELES,2012,Children (0-17),,6037,
"91024
(34.16488190600046, -118.05242762099971)",LOS ANGELES,2012,Adults (18+),13,6037,19
"91030
(34.11205098400046, -118.1547394649997)",LOS ANGELES,2012,AllAges,27,6037,11
"91030
(34.11205098400046, -118.1547394649997)",LOS ANGELES,2012,Children (0-17),12,6037,22.4
"91030
(34.11205098400046, -118.1547394649997)",LOS ANGELES,2012,Adults (18+),15,6037,7
"91040
(34.25970296100047, -118.3244988299997)",LOS ANGELES,2012,AllAges,64,6037,30.7
"91040
(34.25970296100047, -118.3244988299997)",LOS ANGELES,2012,Children (0-17),23,6037,55.1
"91040
(34.25970296100047, -118.3244988299997)",LOS ANGELES,2012,Adults (18+),41,6037,22.2
"91042
(34.25460192400044, -118.2872577869997)",LOS ANGELES,2012,AllAges,97,6037,36.9
"91042
(34.25460192400044, -118.2872577869997)",LOS ANGELES,2012,Children (0-17),36,6037,67.5
"91042
(34.25460192400044, -118.2872577869997)",LOS ANGELES,2012,Adults (18+),61,6037,26.3
"91101
(34.145212066000454, -118.13830665399968)",LOS ANGELES,2012,AllAges,56,6037,35.6
"91101
(34.145212066000454, -118.13830665399968)",LOS ANGELES,2012,Children (0-17),16,6037,69.5
"91101
(34.145212066000454, -118.13830665399968)",LOS ANGELES,2012,Adults (18+),40,6037,23.9
"91103
(34.163721789000476, -118.15519568999969)",LOS ANGELES,2012,AllAges,165,6037,57.9
"91103
(34.163721789000476, -118.15519568999969)",LOS ANGELES,2012,Children (0-17),46,6037,65.7
